_id,date,center_name,attendance_count
41208107,2013-03-21,Phillips Community Center,50
41208108,2013-03-21,Warrington Community Center,31
41208109,2013-03-21,Magee Community Center,19
41208110,2013-03-21,Ormsby Community Center,39
41208111,2013-03-21,West Penn Community Center,75
41208112,2013-03-20,Arlington Community Center,109
41208113,2013-03-20,Ammon Community Center,49
41208114,2013-03-20,Jefferson Community Center,34
41208115,2013-03-20,Brookline Community Center,260
41208116,2013-03-20,Paulson Community Center,48
41208117,2013-03-20,Warrington Community Center,50
41208118,2013-03-20,Phillips Community Center,45
41208119,2013-03-20,Ormsby Community Center,65
41208120,2013-03-20,Magee Community Center,35
41208121,2013-03-20,West Penn Community Center,135
41208122,2013-03-19,Ammon Community Center,42
41208123,2013-03-19,Arlington Community Center,75
41208124,2013-03-19,Brookline Community Center,163
41208125,2013-03-19,Jefferson Community Center,40
41208126,2013-03-19,Paulson Community Center,30
41208127,2013-03-19,Phillips Community Center,61
41208128,2013-03-19,Warrington Community Center,50
41208129,2013-03-19,Magee Community Center,55
41208130,2013-03-19,Ormsby Community Center,35
41208131,2013-03-19,West Penn Community Center,55
41208132,2013-03-18,Arlington Community Center,51
41208133,2013-03-18,Ammon Community Center,53
41208134,2013-03-18,Jefferson Community Center,22
41208135,2013-03-18,Brookline Community Center,240
41208136,2013-03-18,Paulson Community Center,79
41208137,2013-03-18,Warrington Community Center,75
41208138,2013-03-18,Phillips Community Center,38
41208139,2013-03-18,Ormsby Community Center,54
41208140,2013-03-18,Magee Community Center,30
41208141,2013-03-18,West Penn Community Center,68
41208142,2013-03-17,Ormsby Community Center,7
41208143,2013-03-17,West Penn Community Center,10
41208144,2013-03-16,Arlington Community Center,125
41208145,2013-03-16,Brookline Community Center,95
41208146,2013-03-16,Jefferson Community Center,8
41208147,2013-03-16,Phillips Community Center,73
41208148,2013-03-16,Warrington Community Center,36
41208149,2013-03-16,Ormsby Community Center,13
41208150,2013-03-16,West Penn Community Center,26
41208151,2013-03-15,Arlington Community Center,35
41208152,2013-03-15,Ammon Community Center,19
41208153,2013-03-15,Jefferson Community Center,47
41208154,2013-03-15,Brookline Community Center,291
41208155,2013-03-15,Paulson Community Center,32
41208156,2013-03-15,Warrington Community Center,34
41208157,2013-03-15,Phillips Community Center,152
41208158,2013-03-15,Ormsby Community Center,38
41208159,2013-03-15,Magee Community Center,20
41208160,2013-03-15,West Penn Community Center,152
41208161,2013-03-14,Ammon Community Center,150
41208162,2013-03-14,Arlington Community Center,96
41208163,2013-03-14,Brookline Community Center,191
41208164,2013-03-14,Jefferson Community Center,28
41208165,2013-03-14,Paulson Community Center,53
41208166,2013-03-14,Phillips Community Center,166
41208167,2013-03-14,Warrington Community Center,58
41208168,2013-03-14,Magee Community Center,14
41208169,2013-03-14,Ormsby Community Center,32
41208170,2013-03-14,West Penn Community Center,55
41208171,2013-03-13,Arlington Community Center,87
41208172,2013-03-13,Ammon Community Center,33
41208173,2013-03-13,Jefferson Community Center,25
41208174,2013-03-13,Brookline Community Center,221
41208175,2013-03-13,Paulson Community Center,81
41208176,2013-03-13,Warrington Community Center,59
41208177,2013-03-13,Phillips Community Center,31
41208178,2013-03-13,Ormsby Community Center,51
41208179,2013-03-13,Magee Community Center,29
41208180,2013-03-13,West Penn Community Center,123
41208181,2013-03-12,Ammon Community Center,152
41208182,2013-03-12,Arlington Community Center,30
41208183,2013-03-12,Brookline Community Center,149
41208184,2013-03-12,Jefferson Community Center,47
41208185,2013-03-12,Paulson Community Center,52
41208186,2013-03-12,Phillips Community Center,73
41208187,2013-03-12,Warrington Community Center,41
41208188,2013-03-12,Magee Community Center,29
41208189,2013-03-12,Ormsby Community Center,40
41208190,2013-03-12,West Penn Community Center,80
41208191,2013-03-11,Arlington Community Center,47
41208192,2013-03-11,Ammon Community Center,58
41208193,2013-03-11,Jefferson Community Center,31
41208194,2013-03-11,Brookline Community Center,313
41208195,2013-03-11,Paulson Community Center,61
41208196,2013-03-11,Warrington Community Center,49
41208197,2013-03-11,Phillips Community Center,121
41208198,2013-03-11,Ormsby Community Center,54
41208199,2013-03-11,Magee Community Center,33
41208200,2013-03-11,West Penn Community Center,80
41208201,2013-03-10,West Penn Community Center,10
41208202,2013-03-09,Arlington Community Center,49
41208203,2013-03-09,Brookline Community Center,166
41208204,2013-03-09,Jefferson Community Center,15
41208205,2013-03-09,Phillips Community Center,114
41208206,2013-03-09,Warrington Community Center,46
41208207,2013-03-09,Magee Community Center,49
41208208,2013-03-09,Ormsby Community Center,25
41208209,2013-03-09,West Penn Community Center,175
41208210,2013-03-08,Arlington Community Center,52
41208211,2013-03-08,Ammon Community Center,18
41208212,2013-03-08,Jefferson Community Center,52
41208213,2013-03-08,Brookline Community Center,155
41208214,2013-03-08,Paulson Community Center,57
41208215,2013-03-08,Warrington Community Center,46
41208216,2013-03-08,Phillips Community Center,71
41208217,2013-03-08,Ormsby Community Center,41
41208218,2013-03-08,Magee Community Center,26
41208219,2013-03-08,West Penn Community Center,157
41208220,2013-03-07,Ammon Community Center,29
41208221,2013-03-07,Arlington Community Center,85
41208222,2013-03-07,Brookline Community Center,175
41208223,2013-03-07,Jefferson Community Center,39
41208224,2013-03-07,Paulson Community Center,77
41208225,2013-03-07,Phillips Community Center,154
41208226,2013-03-07,Warrington Community Center,86
41208227,2013-03-07,Magee Community Center,25
41208228,2013-03-07,Ormsby Community Center,21
41208229,2013-03-07,West Penn Community Center,139
41208230,2013-03-06,Arlington Community Center,117
41208231,2013-03-06,Ammon Community Center,34
41208232,2013-03-06,Jefferson Community Center,32
41208233,2013-03-06,Brookline Community Center,197
41208234,2013-03-06,Paulson Community Center,52
41208235,2013-03-06,Warrington Community Center,103
41208236,2013-03-06,Phillips Community Center,209
41208237,2013-03-06,Ormsby Community Center,66
41208238,2013-03-06,Magee Community Center,31
41208239,2013-03-06,West Penn Community Center,113
41208240,2013-03-05,Ammon Community Center,127
41208241,2013-03-05,Arlington Community Center,41
41208242,2013-03-05,Brookline Community Center,198
41208243,2013-03-05,Jefferson Community Center,38
41208244,2013-03-05,Paulson Community Center,64
41208245,2013-03-05,Phillips Community Center,58
41208246,2013-03-05,Warrington Community Center,96
41208247,2013-03-05,Magee Community Center,33
41208248,2013-03-05,Ormsby Community Center,49
41208249,2013-03-05,West Penn Community Center,68
41208250,2013-03-04,Arlington Community Center,38
41208251,2013-03-04,Ammon Community Center,43
41208252,2013-03-04,Jefferson Community Center,36
41208253,2013-03-04,Brookline Community Center,229
41208254,2013-03-04,Paulson Community Center,8
41208255,2013-03-04,Ormsby Field (Playground),64
41208256,2013-03-04,Paulson Field,78
41208257,2013-03-04,Warrington Community Center,59
41208258,2013-03-04,Phillips Community Center,72
41208259,2013-03-04,Magee Community Center,25
41208260,2013-03-04,West Penn Community Center,85
41208261,2013-03-03,Brookline Community Center,92
41208262,2013-03-03,West Penn Community Center,13
41208263,2013-03-02,Arlington Community Center,148
41208264,2013-03-02,Brookline Community Center,212
41208265,2013-03-02,Jefferson Community Center,9
41208266,2013-03-02,Ormsby Field (Playground),28
41208267,2013-03-02,Phillips Community Center,177
41208268,2013-03-02,Warrington Community Center,22
41208269,2013-03-02,Magee Community Center,5
41208270,2013-03-02,West Penn Community Center,20
41208271,2013-03-01,Arlington Community Center,42
41208272,2013-03-01,Ammon Community Center,29
41208273,2013-03-01,Jefferson Community Center,45
41208274,2013-03-01,Brookline Community Center,157
41208275,2013-03-01,Paulson Community Center,50
41208276,2013-03-01,Warrington Community Center,41
41208277,2013-03-01,Phillips Community Center,146
41208278,2013-03-01,Magee Community Center,28
41208279,2013-03-01,Ormsby Community Center,66
41208280,2013-03-01,West Penn Community Center,114
41208281,2013-02-28,Ammon Community Center,66
41208282,2013-02-28,Arlington Community Center,69
41208283,2013-02-28,Brookline Community Center,153
41208284,2013-02-28,Jefferson Community Center,35
41208285,2013-02-28,Paulson Community Center,59
41208286,2013-02-28,Phillips Community Center,39
41208287,2013-02-28,Warrington Community Center,79
41208288,2013-02-28,Ormsby Community Center,33
41208289,2013-02-28,Magee Community Center,22
41208290,2013-02-28,West Penn Community Center,127
41208291,2013-02-27,Arlington Community Center,62
41208292,2013-02-27,Ammon Community Center,39
41208293,2013-02-27,Jefferson Community Center,44
41208294,2013-02-27,Brookline Community Center,200
41208295,2013-02-27,Paulson Community Center,60
41208296,2013-02-27,Warrington Community Center,78
41208297,2013-02-27,Phillips Community Center,60
41208298,2013-02-27,Magee Community Center,21
41208299,2013-02-27,Ormsby Community Center,51
41208300,2013-02-27,West Penn Community Center,110
41208301,2013-02-26,Ammon Community Center,101
41208302,2013-02-26,Arlington Community Center,50
41208303,2013-02-26,Brookline Community Center,163
41208304,2013-02-26,Jefferson Community Center,26
41208305,2013-02-26,Paulson Community Center,80
41208306,2013-02-26,Phillips Community Center,35
41208307,2013-02-26,Warrington Community Center,82
41208308,2013-02-26,Ormsby Community Center,41
41208309,2013-02-26,Magee Community Center,19
41208310,2013-02-26,West Penn Community Center,82
41208311,2013-02-25,Arlington Community Center,24
41208312,2013-02-25,Ammon Community Center,50
41208313,2013-02-25,Jefferson Community Center,27
41208314,2013-02-25,Brookline Community Center,229
41208315,2013-02-25,Paulson Community Center,85
41208316,2013-02-25,Warrington Community Center,67
41208317,2013-02-25,Phillips Community Center,143
41208318,2013-02-25,Magee Community Center,17
41208319,2013-02-25,Ormsby Community Center,101
41208320,2013-02-25,West Penn Community Center,81
41208321,2013-02-24,West Penn Community Center,63
41208322,2013-02-23,Arlington Community Center,27
41208323,2013-02-23,Brookline Community Center,289
41208324,2013-02-23,Phillips Community Center,130
41208325,2013-02-23,Warrington Community Center,35
41208326,2013-02-23,West Penn Community Center,63
41208327,2013-02-22,Arlington Community Center,29
41208328,2013-02-22,Ammon Community Center,29
41208329,2013-02-22,Brookline Community Center,98
41208330,2013-02-22,Jefferson Community Center,25
41208331,2013-02-22,Paulson Community Center,35
41208332,2013-02-22,Warrington Community Center,48
41208333,2013-02-22,Phillips Community Center,148
41208334,2013-02-22,Ormsby Community Center,84
41208335,2013-02-22,Magee Community Center,26
41208336,2013-02-22,West Penn Community Center,154
41208337,2013-02-21,Ammon Community Center,239
41208338,2013-02-21,Arlington Community Center,44
41208339,2013-02-21,Jefferson Community Center,33
41208340,2013-02-21,Brookline Community Center,203
41208341,2013-02-21,Paulson Community Center,32
41208342,2013-02-21,Phillips Community Center,127
41208343,2013-02-21,Warrington Community Center,73
41208344,2013-02-21,Magee Community Center,39
41208345,2013-02-21,Ormsby Community Center,46
41208346,2013-02-21,West Penn Community Center,138
41208347,2013-02-20,Arlington Community Center,34
41208348,2013-02-20,Ammon Community Center,130
41208349,2013-02-20,Brookline Community Center,219
41208350,2013-02-20,Jefferson Community Center,32
41208351,2013-02-20,Paulson Community Center,54
41208352,2013-02-20,Warrington Community Center,80
41208353,2013-02-20,Phillips Community Center,52
41208354,2013-02-20,Ormsby Community Center,93
41208355,2013-02-20,Magee Community Center,41
41208356,2013-02-20,West Penn Community Center,103
41208357,2013-02-19,Ammon Community Center,37
41208358,2013-02-19,Arlington Community Center,73
41208359,2013-02-19,Jefferson Community Center,34
41208360,2013-02-19,Brookline Community Center,234
41208361,2013-02-19,Paulson Community Center,36
41208362,2013-02-19,Phillips Community Center,41
41208363,2013-02-19,Warrington Community Center,61
41208364,2013-02-19,Magee Community Center,31
41208365,2013-02-19,Ormsby Community Center,43
41208366,2013-02-19,West Penn Community Center,108
41208367,2013-02-18,Arlington Community Center,40
41208368,2013-02-18,Ammon Community Center,44
41208369,2013-02-18,Brookline Community Center,266
41208370,2013-02-18,Jefferson Community Center,34
41208371,2013-02-18,Paulson Community Center,59
41208372,2013-02-18,Warrington Community Center,62
41208373,2013-02-18,Phillips Community Center,109
41208374,2013-02-18,Ormsby Community Center,93
41208375,2013-02-18,Magee Community Center,36
41208376,2013-02-18,West Penn Community Center,59
41208377,2013-02-17,West Penn Community Center,7
41208378,2013-02-16,Brookline Community Center,314
41208379,2013-02-16,Phillips Community Center,58
41208380,2013-02-16,Warrington Community Center,12
41208381,2013-02-16,Magee Community Center,6
41208382,2013-02-16,Ormsby Community Center,14
41208383,2013-02-16,West Penn Community Center,67
41208384,2013-02-15,Ammon Community Center,10
41208385,2013-02-15,Arlington Community Center,33
41208386,2013-02-15,Brookline Community Center,129
41208387,2013-02-15,Jefferson Community Center,32
41208388,2013-02-15,Paulson Community Center,33
41208389,2013-02-15,Warrington Community Center,26
41208390,2013-02-15,Phillips Community Center,238
41208391,2013-02-15,Ormsby Community Center,43
41208392,2013-02-15,Magee Community Center,43
41208393,2013-02-15,West Penn Community Center,85
41208394,2013-02-14,Arlington Community Center,50
41208395,2013-02-14,Ammon Community Center,207
41208396,2013-02-14,Jefferson Community Center,25
41208397,2013-02-14,Brookline Community Center,195
41208398,2013-02-14,Paulson Community Center,34
41208399,2013-02-14,Phillips Community Center,35
41208400,2013-02-14,Warrington Community Center,72
41208401,2013-02-14,Magee Community Center,28
41208402,2013-02-14,Ormsby Community Center,37
41208403,2013-02-14,West Penn Community Center,118
41208404,2013-02-13,Ammon Community Center,158
41208405,2013-02-13,Arlington Community Center,44
41208406,2013-02-13,Brookline Community Center,253
41208407,2013-02-13,Jefferson Community Center,17
41208408,2013-02-13,Paulson Community Center,45
41208409,2013-02-13,Warrington Community Center,80
41208410,2013-02-13,Phillips Community Center,151
41208411,2013-02-13,Ormsby Community Center,75
41208412,2013-02-13,Magee Community Center,50
41208413,2013-02-13,West Penn Community Center,76
41208414,2013-02-12,Arlington Community Center,21
41208415,2013-02-12,Ammon Community Center,163
41208416,2013-02-12,Jefferson Community Center,25
41208417,2013-02-12,Brookline Community Center,280
41208418,2013-02-12,Paulson Community Center,57
41208419,2013-02-12,Phillips Community Center,19
41208420,2013-02-12,Warrington Community Center,76
41208421,2013-02-12,Magee Community Center,40
41208422,2013-02-12,Ormsby Community Center,47
41208423,2013-02-12,West Penn Community Center,137
41208424,2013-02-11,Ammon Community Center,46
41208425,2013-02-11,Arlington Community Center,35
41208426,2013-02-11,Brookline Community Center,318
41208427,2013-02-11,Jefferson Community Center,27
41208428,2013-02-11,Paulson Community Center,68
41208429,2013-02-11,Warrington Community Center,60
41208430,2013-02-11,Phillips Community Center,82
41208431,2013-02-11,Ormsby Community Center,113
41208432,2013-02-11,Magee Community Center,50
41208433,2013-02-11,West Penn Community Center,120
41208434,2013-02-10,Magee Community Center,41
41208435,2013-02-09,Arlington Community Center,38
41208436,2013-02-09,Jefferson Community Center,5
41208437,2013-02-09,Brookline Community Center,347
41208438,2013-02-09,Phillips Community Center,161
41208439,2013-02-09,Warrington Community Center,34
41208440,2013-02-09,Magee Community Center,16
41208441,2013-02-09,Ormsby Community Center,34
41208442,2013-02-09,West Penn Community Center,28
41208443,2013-02-08,Arlington Community Center,19
41208444,2013-02-08,Ammon Community Center,18
41208445,2013-02-08,Brookline Community Center,104
41208446,2013-02-08,Jefferson Community Center,29
41208447,2013-02-08,Paulson Community Center,18
41208448,2013-02-08,Ormsby Field (Playground),52
41208449,2013-02-08,Warrington Community Center,36
41208450,2013-02-08,Phillips Community Center,21
41208451,2013-02-08,Magee Community Center,18
41208452,2013-02-08,West Penn Community Center,87
41208453,2013-02-07,Ammon Community Center,218
41208454,2013-02-07,Arlington Community Center,44
41208455,2013-02-07,Jefferson Community Center,22
41208456,2013-02-07,Brookline Community Center,221
41208457,2013-02-07,Paulson Community Center,42
41208458,2013-02-07,Phillips Community Center,26
41208459,2013-02-07,Warrington Community Center,67
41208460,2013-02-07,Magee Community Center,36
41208461,2013-02-07,Ormsby Community Center,50
41208462,2013-02-07,West Penn Community Center,125
41208463,2013-02-06,Arlington Community Center,32
41208464,2013-02-06,Ammon Community Center,39
41208465,2013-02-06,Brookline Community Center,240
41208466,2013-02-06,Jefferson Community Center,23
41208467,2013-02-06,Paulson Community Center,36
41208468,2013-02-06,Warrington Community Center,46
41208469,2013-02-06,Phillips Community Center,171
41208470,2013-02-06,Ormsby Community Center,115
41208471,2013-02-06,Magee Community Center,52
41208472,2013-02-06,West Penn Community Center,78
41208473,2013-02-05,Ammon Community Center,255
41208474,2013-02-05,Arlington Community Center,20
41208475,2013-02-05,Jefferson Community Center,27
41208476,2013-02-05,Brookline Community Center,249
41208477,2013-02-05,Paulson Community Center,64
41208478,2013-02-05,Phillips Community Center,20
41208479,2013-02-05,Warrington Community Center,53
41208480,2013-02-05,Magee Community Center,37
41208481,2013-02-05,Ormsby Community Center,55
41208482,2013-02-05,West Penn Community Center,72
41208483,2013-02-04,Arlington Community Center,9
41208484,2013-02-04,Ammon Community Center,36
41208485,2013-02-04,Brookline Community Center,197
41208486,2013-02-04,Jefferson Community Center,20
41208487,2013-02-04,Paulson Community Center,40
41208488,2013-02-04,Warrington Community Center,49
41208489,2013-02-04,Phillips Community Center,49
41208490,2013-02-04,Ormsby Community Center,64
41208491,2013-02-04,Magee Community Center,38
41208492,2013-02-04,West Penn Community Center,92
41208493,2013-02-02,Arlington Community Center,119
41208494,2013-02-02,Jefferson Community Center,7
41208495,2013-02-02,Brookline Community Center,300
41208496,2013-02-02,Ormsby Field (Playground),31
41208497,2013-02-02,Phillips Community Center,105
41208498,2013-02-02,Warrington Community Center,34
41208499,2013-02-02,Magee Community Center,108
41208500,2013-02-02,West Penn Community Center,82
41208501,2013-02-01,Arlington Community Center,14
41208502,2013-02-01,Ammon Community Center,15
41208503,2013-02-01,Brookline Community Center,119
41208504,2013-02-01,Jefferson Community Center,22
41208505,2013-02-01,Paulson Community Center,24
41208506,2013-02-01,Warrington Community Center,25
41208507,2013-02-01,Phillips Community Center,24
41208508,2013-02-01,Magee Community Center,36
41208509,2013-02-01,Ormsby Community Center,40
41208510,2013-02-01,West Penn Community Center,68
41208511,2013-01-31,Ammon Community Center,174
41208512,2013-01-31,Arlington Community Center,35
41208513,2013-01-31,Jefferson Community Center,37
41208514,2013-01-31,Brookline Community Center,258
41208515,2013-01-31,Paulson Community Center,23
41208516,2013-01-31,Phillips Community Center,36
41208517,2013-01-31,Warrington Community Center,54
41208518,2013-01-31,Ormsby Community Center,59
41208519,2013-01-31,Magee Community Center,94
41208520,2013-01-31,West Penn Community Center,150
41208521,2013-01-30,Arlington Community Center,40
41208522,2013-01-30,Ammon Community Center,110
41208523,2013-01-30,Brookline Community Center,178
41208524,2013-01-30,Jefferson Community Center,16
41208525,2013-01-30,Paulson Community Center,41
41208526,2013-01-30,Warrington Community Center,69
41208527,2013-01-30,Phillips Community Center,71
41208528,2013-01-30,Magee Community Center,43
41208529,2013-01-30,Ormsby Community Center,96
41208530,2013-01-30,West Penn Community Center,65
41208531,2013-01-29,Ammon Community Center,53
41208532,2013-01-29,Arlington Community Center,24
41208533,2013-01-29,Jefferson Community Center,19
41208534,2013-01-29,Brookline Community Center,282
41208535,2013-01-29,Phillips Community Center,93
41208536,2013-01-29,Warrington Community Center,39
41208537,2013-01-29,Ormsby Community Center,52
41208538,2013-01-29,Magee Community Center,31
41208539,2013-01-29,West Penn Community Center,129
41208540,2013-01-28,Arlington Community Center,31
41208541,2013-01-28,Ammon Community Center,46
41208542,2013-01-28,Brookline Community Center,252
41208543,2013-01-28,Jefferson Community Center,26
41208544,2013-01-28,Paulson Community Center,26
41208545,2013-01-28,Warrington Community Center,76
41208546,2013-01-28,Phillips Community Center,104
41208547,2013-01-28,Magee Community Center,35
41208548,2013-01-28,Ormsby Community Center,102
41208549,2013-01-28,West Penn Community Center,82
41208550,2013-01-26,Arlington Community Center,12
41208551,2013-01-26,Jefferson Community Center,6
41208552,2013-01-26,Brookline Community Center,286
41208553,2013-01-26,Phillips Community Center,78
41208554,2013-01-26,Warrington Community Center,10
41208555,2013-01-26,Magee Community Center,249
41208556,2013-01-26,West Penn Community Center,10
41208557,2013-01-25,Arlington Community Center,16
41208558,2013-01-25,Ammon Community Center,16
41208559,2013-01-25,Brookline Community Center,51
41208560,2013-01-25,Jefferson Community Center,31
41208561,2013-01-25,Paulson Community Center,8
41208562,2013-01-25,Warrington Community Center,38
41208563,2013-01-25,Phillips Community Center,57
41208564,2013-01-25,Magee Community Center,23
41208565,2013-01-25,Ormsby Community Center,33
41208566,2013-01-25,West Penn Community Center,44
41208567,2013-01-24,Ammon Community Center,75
41208568,2013-01-24,Arlington Community Center,30
41208569,2013-01-24,Jefferson Community Center,27
41208570,2013-01-24,Brookline Community Center,248
41208571,2013-01-24,Paulson Community Center,62
41208572,2013-01-24,Phillips Community Center,134
41208573,2013-01-24,Warrington Community Center,46
41208574,2013-01-24,Ormsby Community Center,52
41208575,2013-01-24,Magee Community Center,42
41208576,2013-01-24,West Penn Community Center,169
41208577,2013-01-23,Arlington Community Center,44
41208578,2013-01-23,Ammon Community Center,34
41208579,2013-01-23,Brookline Community Center,227
41208580,2013-01-23,Jefferson Community Center,32
41208581,2013-01-23,Paulson Community Center,32
41208582,2013-01-23,Ormsby Field (Playground),78
41208583,2013-01-23,Warrington Community Center,71
41208584,2013-01-23,Phillips Community Center,35
41208585,2013-01-23,Magee Community Center,47
41208586,2013-01-23,West Penn Community Center,138
41208587,2013-01-22,Ammon Community Center,43
41208588,2013-01-22,Arlington Community Center,19
41208589,2013-01-22,Jefferson Community Center,25
41208590,2013-01-22,Brookline Community Center,199
41208591,2013-01-22,Paulson Community Center,59
41208592,2013-01-22,Phillips Community Center,138
41208593,2013-01-22,Warrington Community Center,64
41208594,2013-01-22,Magee Community Center,44
41208595,2013-01-22,Ormsby Community Center,61
41208596,2013-01-22,West Penn Community Center,150
41208597,2013-01-19,Arlington Community Center,105
41208598,2013-01-19,Brookline Community Center,258
41208599,2013-01-19,Jefferson Community Center,6
41208600,2013-01-19,Warrington Community Center,73
41208601,2013-01-19,Phillips Community Center,97
41208602,2013-01-19,Ormsby Community Center,33
41208603,2013-01-19,Magee Community Center,176
41208604,2013-01-19,West Penn Community Center,40
41208605,2013-01-18,Arlington Community Center,46
41208606,2013-01-18,Ammon Community Center,24
41208607,2013-01-18,Jefferson Community Center,39
41208608,2013-01-18,Brookline Community Center,156
41208609,2013-01-18,Paulson Community Center,43
41208610,2013-01-18,Phillips Community Center,203
41208611,2013-01-18,Warrington Community Center,31
41208612,2013-01-18,Magee Community Center,51
41208613,2013-01-18,Ormsby Community Center,47
41208614,2013-01-18,West Penn Community Center,41
41208615,2013-01-17,Ammon Community Center,305
41208616,2013-01-17,Arlington Community Center,54
41208617,2013-01-17,Brookline Community Center,242
41208618,2013-01-17,Jefferson Community Center,32
41208619,2013-01-17,Paulson Community Center,59
41208620,2013-01-17,Warrington Community Center,68
41208621,2013-01-17,Phillips Community Center,142
41208622,2013-01-17,Ormsby Community Center,131
41208623,2013-01-17,Magee Community Center,45
41208624,2013-01-17,West Penn Community Center,146
41208625,2013-01-16,Arlington Community Center,85
41208626,2013-01-16,Ammon Community Center,36
41208627,2013-01-16,Jefferson Community Center,29
41208628,2013-01-16,Brookline Community Center,272
41208629,2013-01-16,Paulson Community Center,28
41208630,2013-01-16,Phillips Community Center,31
41208631,2013-01-16,Warrington Community Center,65
41208632,2013-01-16,Magee Community Center,65
41208633,2013-01-16,Ormsby Community Center,92
41208634,2013-01-16,West Penn Community Center,90
41208635,2013-01-15,Ammon Community Center,132
41208636,2013-01-15,Arlington Community Center,23
41208637,2013-01-15,Brookline Community Center,194
41208638,2013-01-15,Jefferson Community Center,30
41208639,2013-01-15,Paulson Community Center,35
41208640,2013-01-15,Warrington Community Center,48
41208641,2013-01-15,Phillips Community Center,97
41208642,2013-01-15,Ormsby Community Center,176
41208643,2013-01-15,Magee Community Center,50
41208644,2013-01-15,West Penn Community Center,117
41208645,2013-01-14,Arlington Community Center,31
41208646,2013-01-14,Ammon Community Center,37
41208647,2013-01-14,Jefferson Community Center,30
41208648,2013-01-14,Brookline Community Center,255
41208649,2013-01-14,Paulson Community Center,53
41208650,2013-01-14,Phillips Community Center,113
41208651,2013-01-14,Warrington Community Center,67
41208652,2013-01-14,Magee Community Center,53
41208653,2013-01-14,Ormsby Community Center,106
41208654,2013-01-14,West Penn Community Center,131
41208655,2013-01-12,Arlington Community Center,53
41208656,2013-01-12,Brookline Community Center,396
41208657,2013-01-12,Jefferson Community Center,7
41208658,2013-01-12,Warrington Community Center,19
41208659,2013-01-12,Phillips Community Center,232
41208660,2013-01-12,Ormsby Community Center,16
41208661,2013-01-12,Magee Community Center,60
41208662,2013-01-12,West Penn Community Center,128
41208663,2013-01-11,Arlington Community Center,51
41208664,2013-01-11,Ammon Community Center,20
41208665,2013-01-11,Jefferson Community Center,37
41208666,2013-01-11,Brookline Community Center,225
41208667,2013-01-11,Paulson Community Center,22
41208668,2013-01-11,Phillips Community Center,166
41208669,2013-01-11,Warrington Community Center,51
41208670,2013-01-11,Magee Community Center,46
41208671,2013-01-11,Ormsby Community Center,32
41208672,2013-01-11,West Penn Community Center,81
41208673,2013-01-10,Ammon Community Center,32
41208674,2013-01-10,Arlington Community Center,64
41208675,2013-01-10,Brookline Community Center,275
41208676,2013-01-10,Jefferson Community Center,43
41208677,2013-01-10,Paulson Community Center,60
41208678,2013-01-10,Warrington Community Center,74
41208679,2013-01-10,Phillips Community Center,182
41208680,2013-01-10,Ormsby Community Center,47
41208681,2013-01-10,Magee Community Center,108
41208682,2013-01-10,West Penn Community Center,170
41208683,2013-01-09,Arlington Community Center,64
41208684,2013-01-09,Ammon Community Center,57
41208685,2013-01-09,Jefferson Community Center,26
41208686,2013-01-09,Brookline Community Center,223
41208687,2013-01-09,Paulson Community Center,2
41208688,2013-01-09,Phillips Community Center,130
41208689,2013-01-09,Warrington Community Center,60
41208690,2013-01-09,Magee Community Center,45
41208691,2013-01-09,Ormsby Community Center,101
41208692,2013-01-09,West Penn Community Center,74
41208693,2013-01-08,Ammon Community Center,3
41208694,2013-01-08,Arlington Community Center,48
41208695,2013-01-08,Brookline Community Center,229
41208696,2013-01-08,Jefferson Community Center,32
41208697,2013-01-08,Paulson Community Center,42
41208698,2013-01-08,Warrington Community Center,73
41208699,2013-01-08,Phillips Community Center,90
41208700,2013-01-08,Ormsby Community Center,61
41208701,2013-01-08,Magee Community Center,53
41208702,2013-01-08,West Penn Community Center,59
41208703,2013-01-07,Arlington Community Center,30
41208704,2013-01-07,Ammon Community Center,34
41208705,2013-01-07,Jefferson Community Center,37
41208706,2013-01-07,Brookline Community Center,199
41208707,2013-01-07,Paulson Community Center,29
41208708,2013-01-07,Phillips Community Center,41
41208709,2013-01-07,Warrington Community Center,68
41208710,2013-01-07,Magee Community Center,44
41208711,2013-01-07,Ormsby Community Center,100
41208712,2013-01-07,West Penn Community Center,100
41208713,2013-01-05,Arlington Community Center,83
41208714,2013-01-05,Brookline Community Center,281
41208715,2013-01-05,Jefferson Community Center,9
41208716,2013-01-05,Ormsby Field (Playground),32
41208717,2013-01-05,Warrington Community Center,24
41208718,2013-01-05,Phillips Community Center,122
41208719,2013-01-05,Magee Community Center,113
41208720,2013-01-05,West Penn Community Center,45
41208721,2013-01-04,Arlington Community Center,78
41208722,2013-01-04,Ammon Community Center,18
41208723,2013-01-04,Jefferson Community Center,31
41208724,2013-01-04,Brookline Community Center,222
41208725,2013-01-04,Paulson Community Center,43
41208726,2013-01-04,Phillips Community Center,43
41208727,2013-01-04,Warrington Community Center,54
41208728,2013-01-04,Magee Community Center,34
41208729,2013-01-04,Ormsby Community Center,38
41208730,2013-01-04,West Penn Community Center,55
41208731,2013-01-03,Ammon Community Center,21
41208732,2013-01-03,Arlington Community Center,83
41208733,2013-01-03,Brookline Community Center,203
41208734,2013-01-03,Jefferson Community Center,44
41208735,2013-01-03,Paulson Community Center,52
41208736,2013-01-03,Warrington Community Center,66
41208737,2013-01-03,Phillips Community Center,33
41208738,2013-01-03,Ormsby Community Center,29
